RSI,MA_FAST,MA_SLOW,RESULT
34.16049514077655,82.21046608809644,82.23209588936656,1
35.06831316699409,82.19552239101934,82.22778944744941,1
28.644598955744215,82.18074013021445,82.22454589041537,1
34.68318149964932,82.16606488031763,82.22004506686788,1
35.1827816807515,82.15635320449462,82.214711742189,1
47.5574487437745,82.14758046055547,82.21246661717531,1
45.649003398149055,82.13700803332873,82.2100772346706,1
50.18145213396635,82.12891333170641,82.20914928477472,1
43.875162734102474,82.11672748809876,82.20929724450917,1
40.12631646889835,82.11205846015676,82.20928838716777,1
41.30535396296553,82.11293734453737,82.21071366372064,1
47.99091301114444,82.11989858675949,82.2137192278648,1
52.93372136426236,82.12717631899145,82.21408702984986,1
67.71407079304375,82.1376543185066,82.21568129374755,0
80.7518388465033,82.14457535482254,82.21643258184714,0
79.95401526670256,82.14930604715856,82.21689132829586,0
80.35470837262238,82.15155669691359,82.21793291374942,0
76.13525940937706,82.1513865676355,82.21822513520047,0
76.64847717688514,82.15481339050874,82.21819176694694,0
64.68626294086798,82.16316319085783,82.21702577612872,0
75.69322037038552,82.17949759562929,82.21830916062194,0
71.37908026072479,82.19433870917847,82.22139421608102,0
60.05273267334873,82.20480584321528,82.22191119120849,0
55.55798259182813,82.21358393848921,82.22029537578906,0
34.425107025903145,82.2130693305681,82.21349753378699,1
23.019524948756867,82.20433299824947,82.20584733098165,1
23.886505263449124,82.19842147670798,82.19723581445317,1
16.78618507271031,82.18901786258483,82.1875055092325,1
29.377801707615006,82.1861013989554,82.17933380163826,0
32.946971709495,82.18527225885259,82.1730505550387,0
34.837462083873106,82.1823192259459,82.16890967910454,0
32.18268648047467,82.16916167321514,82.16312287565033,0
32.03566467949645,82.1555963818988,82.15688055847495,0
32.28217148829506,82.13780491027647,82.15031849216295,0
25.27528564106919,82.11623904500463,82.14519484580296,0
23.914723378726123,82.09202899719462,82.1367584996371,0
23.030032450695543,82.0612305879914,82.12631661617347,0
22.138949532728546,82.0285287837335,82.11397980643264,1
33.91173431632012,81.99969035360277,82.10114633639986,1
34.95553759283604,81.97229549066357,82.09121282260946,1
33.267382158207596,81.94027966423167,82.08129028827175,1
33.63676685182253,81.90855956900855,82.07186949602206,1
28.686563913353496,81.8849243753805,82.06441666140525,0
24.760875920388713,81.86368129638663,82.05719724542764,1
24.816468488753017,81.85470672483822,82.04878261808828,1
26.889681766110442,81.84458454931888,82.0383747213537,1
26.201398264236317,81.83231732271148,82.02589703088779,1
30.198171946205576,81.82165286906354,82.01381995945688,1
44.58831709727685,81.81068510160513,82.00606075670846,1
54.62349691281002,81.80251258712741,82.0029079724538,1
66.86046613374711,81.79450830799252,82.00252656706296,0
76.76071935611398,81.79239470607517,82.00187180167268,0
78.04247703763083,81.7960734500148,82.0030138863951,0
80.82420467193126,81.80395719067778,82.00547541630702,0
68.83065321798469,81.80689039816573,82.0054097232714,0
63.331383278921614,81.80898944458602,82.00132209324931,0
60.86807122118054,81.81811190677368,81.99875816555145,0
53.13739772432111,81.82555238680314,81.99263542847133,0
48.08915150662988,81.82720129294161,81.98533585833701,0
48.58299365239948,81.82702978983929,81.97720135448247,0
49.84403813969662,81.8276758191968,81.96718567813551,0
47.53652326961779,81.82740057306953,81.95487029054608,0
38.336340175651294,81.82236594132064,81.94249251033692,0
35.12901864546075,81.8200135419873,81.93014093481993,0
30.973597212912196,81.815027351957,81.91696341694207,0
29.042947171517355,81.81155308708533,81.90327353732441,0
17.00404639787135,81.80569643838957,81.8875529274782,0
18.588476526910924,81.80202642844543,81.87407590378086,0
21.58304160118469,81.78997432009905,81.86012512854458,0
21.5232033809838,81.76969385296833,81.84552023729799,0
20.53500826553821,81.74819797715168,81.83000671967191,1
22.871938819836956,81.7237052688537,81.81361842554277,1
23.862318150463807,81.69290242539661,81.79825251926762,1
28.29543619010029,81.6603323730328,81.78417479012445,1
28.05789091587185,81.63422529041074,81.77387210720846,1
44.979994304918456,81.61910934373009,81.76723263144156,0
45.93706655937758,81.60264138438306,81.76044612862148,0
44.79742868912061,81.59404122925642,81.75464477513995,0
38.29795112469384,81.58204205484775,81.74371212069394,0
36.786712128195106,81.56952560585383,81.73090269328297,0
37.61568623794403,81.55430681075836,81.71598071206049,1
29.083492099262983,81.53692172983057,81.70197431319225,1
33.36318510601701,81.52183263711666,81.68898701242406,1
42.60117626728275,81.50741816315434,81.67798623597109,1
43.254672922796615,81.49499262255105,81.66846484796064,1
45.384732634516396,81.48308535433416,81.65969608018023,1
44.95749531266159,81.47352828915608,81.65247200794406,1
48.89607160837896,81.46425414633953,81.64836604882326,1
57.80058462145871,81.46392525515694,81.64581908916624,1
49.81515173024251,81.46758301234314,81.64363524596982,1
53.93351290300559,81.47361269633487,81.64333993251319,0
52.887647076591605,81.48326432435053,81.64350032767956,1
65.57898058171108,81.49709864293489,81.64312222628936,0
63.785036411866514,81.50628590654715,81.64121663418865,0
67.36966898015149,81.51494301284853,81.63796662241259,0
75.03123647232081,81.51735406108182,81.63634043614674,0
76.87119005633943,81.52397070708633,81.63710748237143,0
68.70609497491377,81.52589718465074,81.63634250137483,0
56.499180024228934,81.52752191054898,81.63044684427148,0
55.281016741149095,81.53032671701155,81.62202834523663,0
61.43948390397285,81.53996521768406,81.6141634759371,0
51.025640017564996,81.54754457265275,81.60403425982328,0
38.18085068467764,81.54993901496117,81.59053323840261,0
38.28158435584962,81.54947045242355,81.5761915406694,1
32.96966903895154,81.54750198144343,81.56470948127172,0
34.36300784616144,81.54820741272961,81.55538326743766,0
27.003964517296083,81.54696662068213,81.54401389350744,1
28.959037019038192,81.54104228614831,81.53456200856132,1
36.97184445791999,81.53225451603963,81.52784037840546,0
31.721359904259856,81.51914362182681,81.52048077876482,0
33.04350160359526,81.50777323067831,81.5153788971058,0
32.44810019584163,81.49180627430867,81.50926260817522,0
42.349029336326375,81.47613534521906,81.50462998784874,0
42.78129504869598,81.46305508627644,81.4984332519043,1
34.22033878179916,81.44784331088941,81.49109300598556,1
37.494711607071395,81.42972453182401,81.4836090140422,1
44.76042313910724,81.40941635140129,81.47859544757611,1
43.9197084839489,81.39175926866511,81.4722356374627,0
49.75759998209732,81.38437817558363,81.4682083864653,0
53.154150686067084,81.38329831257931,81.46747012908101,0
53.34661941705935,81.3750702832192,81.46491239836412,0
49.623174823387295,81.36791822730713,81.46171944320464,0
40.33895826505848,81.36035737037778,81.45751521639508,1
41.24489934999268,81.34936812345971,81.45180584084017,1
39.52129952084317,81.34234345574683,81.44795674740615,1
45.71743436296509,81.33520455861283,81.44182135339076,1
39.78473383743109,81.33029405628699,81.43507496226901,1
41.02569938079197,81.32640477474772,81.42750742675786,1
51.95802429866468,81.32319210365256,81.4243003979274,1
60.80811237799779,81.33007441844055,81.42470030379951,0
59.94919009827879,81.33299474386111,81.4268540703469,0
49.782147495724395,81.33073206731356,81.4267867431684,1
47.000552925115976,81.3266714550753,81.4265655150322,1
45.141940773381165,81.32686706930036,81.42621281436273,0
50.064665719531675,81.33151940541066,81.4257037191294,0
57.794179079712734,81.34015380060718,81.42643639255141,0
65.40005830350552,81.34817968334764,81.42845600525274,0
63.59070453568934,81.35220624596312,81.42741647731215,0
55.55707372283308,81.3497090921193,81.42252192125025,1
51.92898766396628,81.34149067062262,81.41703319239281,1
58.39441264788247,81.34059286199428,81.41170446462789,1
55.01641087066878,81.34129102661102,81.40493012410884,1
51.49467261715469,81.34771464436479,81.39776161696705,1
44.07567054831891,81.35804753159971,81.39251049086118,1
50.356854196949236,81.3699602419558,81.38996363904904,1
64.68347931487244,81.37991556738253,81.38684595591104,1
53.04646953255555,81.38592726392295,81.37985758500366,1
51.74496535428551,81.39408099595789,81.37478095128071,1
59.26846081214784,81.40463669667756,81.37514631237882,0
59.225843001340955,81.41130427186087,81.37709132573924,0
54.399690249557956,81.4145565217527,81.37669059197437,0
55.057181852416726,81.42293915494477,81.37694457608522,0
54.76210763759831,81.42725026542823,81.37749001521902,1
62.33136424562573,81.43504848908434,81.38044402902705,1
57.86940749395468,81.44104783881505,81.38312206207803,0
58.30784456391368,81.44252067320758,81.38416169674261,1
56.16338795964388,81.44231369229978,81.38659483389979,1
53.80284145403897,81.44509573563735,81.38903785710777,1
53.742110237675,81.45587255865337,81.39196913829575,1
50.03944779008047,81.46438618892657,81.39513021923271,1
60.867686491127024,81.47328298743463,81.39790836733042,1
59.29417662026652,81.48507056045807,81.4022358385686,1
56.168641229007264,81.49931480089188,81.40703339923617,1
59.120155503797804,81.51774251630914,81.41438546287426,0
63.20267859562168,81.53128069668468,81.42333859336715,0
67.41215276092387,81.54392451395145,81.43252594876203,1
73.66309490751998,81.56250003278754,81.44109105755815,0
66.80204609812884,81.57865974648745,81.44954114240966,0
57.93301517611409,81.58243739304507,81.4543699993634,0
67.4292869897358,81.58896263077244,81.4593570530165,0
69.126525951019,81.59886146518818,81.46620706476195,0
64.18146585021779,81.60848662313245,81.47317193441533,0
48.90737246116336,81.6144679260129,81.47913423747308,0
44.22014070406946,81.60633623799416,81.48323127484082,0
42.49156039223497,81.60178093527206,81.48689705388814,0
40.07346187192107,81.5973702040097,81.48902795490136,1
33.11070803562234,81.59199509150532,81.49127524798713,1
26.94190259028474,81.58924154878774,81.49417256672378,0
25.314333369579586,81.57969776480452,81.49457140275653,0
29.190811189532937,81.57524085414647,81.49319679351508,0
29.352427747356955,81.56724415520105,81.49160813186637,0
29.37811434826891,81.55857519816654,81.49337309090978,0
29.591635572928936,81.54084872239842,81.49270430616542,1
18.225376659370426,81.51528560734201,81.48975287809093,1
20.615615010379955,81.49140366064823,81.4872922954622,1
21.47689590046157,81.46633516648309,81.48299849511238,1
34.3736454685162,81.444968905911,81.4798067465835,1
56.05104925791576,81.43155139893251,81.48127920359741,1
55.58431870414657,81.4256870271086,81.48476117335912,1
64.30837622238917,81.41962065534423,81.49060904690515,1
68.96219446607427,81.41510401831526,81.49601152729034,1
64.5750406969268,81.41264405099199,81.50171314416772,0
68.07197742935632,81.41758597528116,81.50708276983963,0
71.68337979338393,81.43669114531903,81.51468872032855,0
68.6838917500597,81.45157551342206,81.51954316247465,0
64.11739893494929,81.46507923797309,81.52309342313758,0
66.10823565110744,81.47636059186745,81.52744857916494,1
69.07263648991517,81.48534312548728,81.53067741853552,1
62.68990949027126,81.49273250130645,81.5298097246081,1
69.80749732036554,81.50380432896455,81.53019681635655,0
67.64945110660773,81.51527237462344,81.53189447301467,0
64.08099804223653,81.53018847255844,81.53627281795526,0
60.535535805191905,81.54924610032538,81.54150264012428,0
49.59418831402229,81.56724510050375,81.54263152265868,0
41.349841895600456,81.57901400885835,81.54247876347951,0
40.13343981685399,81.59004017290002,81.54200629498936,0
40.819795196980095,81.5982801989901,81.54219334925963,0
32.98450828278398,81.60057603664112,81.54347132399892,0
38.05328930773462,81.60269957063207,81.5434919781506,0
36.6172075571568,81.59509981075664,81.54289449563719,0
40.50066771869215,81.58514540840466,81.54075649567835,0
37.66091309367448,81.57359389459339,81.53712247782185,1
43.417144003892,81.56269606575152,81.53243527578348,1
36.44724892967253,81.54677936361284,81.52630345925004,1
31.156539755690645,81.52875769673417,81.51853396249444,1
31.112500156573248,81.5172842314852,81.51243731015109,1
44.53174049101635,81.51713912663409,81.50930421670355,0
52.37587103198956,81.52042913508559,81.50738517397478,0
57.71777955912862,81.5264603553937,81.50741890954755,0
60.91755991180157,81.52599671576158,81.5050104503522,0
58.41471904939779,81.52414429926262,81.50200760664444,0
52.27261364142394,81.51663567167438,81.49953243737204,0
50.66393571738357,81.51092623662457,81.50008596436894,0
52.42628882590544,81.50522766094659,81.50218809183966,0
44.143652006846786,81.49764600522553,81.50082479146089,0
49.30416336884485,81.49373861474159,81.5005536592821,0
47.51516785831142,81.48876787077245,81.50090246096649,0
42.70423745090776,81.48024359889527,81.49987214404193,0
42.28072223190938,81.46558083443995,81.49784520600475,1
38.475934501822074,81.45671317167964,81.49548342265047,0
18.113079759930017,81.44462898650667,81.4917104282006,0
9.495528893470507,81.4354351730525,81.48786646777624,0
25.853087992509273,81.43067109948055,81.48836422661633,0
31.400344934780804,81.4264652883542,81.49077533165492,0
28.192029233771763,81.42162308105698,81.49062173065794,0
26.978454871542908,81.4094867270193,81.48969793436557,0
26.347718493526145,81.3902181710516,81.48740392275981,0
25.83948901403366,81.36375983933615,81.48026855013623,0
25.61972892678159,81.33134407721377,81.46968172958962,1
27.48242541126737,81.30168655439908,81.45783680997415,1
29.18726179005951,81.27375156213482,81.44546662417228,1
33.04241329419452,81.2497594764301,81.43437860754727,1
38.22881124341113,81.22579704389679,81.42337039181518,1
36.43060243668322,81.20533523856201,81.40964572913684,0
37.520770155972535,81.18888117995533,81.3957470580742,0
40.803298995410294,81.17338568214393,81.38387623695044,0
39.54057914258756,81.16278504454672,81.37547224203817,0
34.157106968546884,81.15241622708896,81.3667013846826,0
35.284397509774394,81.14290740424859,81.3579151671816,0
35.76298810122333,81.12877751802986,81.3454726982766,0
32.140212090677906,81.11505845581561,81.33162486067748,0
37.8993472266111,81.1024466993313,81.31676975848538,0
37.40305388986129,81.07717573512426,81.29953608053589,0
36.82060437519375,81.05120594904007,81.28435967106944,0
38.76852552532754,81.0317721804587,81.27172499929809,0
30.520267996255598,81.01066749976059,81.2579488651098,0
26.671741422509726,80.9859075885969,81.24245487860252,1
27.276633577756442,80.9658694075858,81.22638589851411,1
28.45919432903092,80.95185722041509,81.20934478950282,1
28.467298928998247,80.93779794023752,81.19491606176649,0
17.747469815737674,80.92224276762244,81.18030556785938,0
27.66644217633457,80.90931270437588,81.16866613146027,0
29.48844764129025,80.89449169038825,81.15608864166988,0
29.925263885864325,80.87670718238118,81.14161685664418,1
29.385185339532356,80.85763740357649,81.12729894081113,0
32.720694043042386,80.83926769456755,81.11266962218339,0
40.60819615369373,80.81602962730923,81.09502844230823,0
41.84163515826479,80.79646475393761,81.07711563222341,0
41.64421040526718,80.78219189095958,81.06020778140797,0
40.685439151303235,80.76507676535536,81.0411047181141,0
40.01666251931602,80.74709235510608,81.02080408301487,0
35.73175687221412,80.725163704904,81.00018097177724,1
33.61166524447634,80.70753006305985,80.97817761111,1
29.272801524923793,80.6871239041517,80.95711816835149,1
35.4613304833418,80.66785089198001,80.93980695399988,1
35.08578215103324,80.65825187674712,80.923754169912,0
35.1713221263408,80.65087115156454,80.90729619091935,1
37.46826119946519,80.64242359503798,80.8912578969712,1
38.70807334283537,80.6321672113148,80.87597934025277,0
34.83066884188929,80.62052027993406,80.86043890506826,0
35.912246604858794,80.60998126543684,80.84644647943145,1
36.949916672611465,80.59795441707482,80.8336738290692,0
38.02835085947554,80.58953938680483,80.8196359565996,0
37.07136609831163,80.57688296920324,80.8017839289838,1
40.717172584317254,80.56716780826284,80.78551683169347,1
52.580504363775844,80.55953620664974,80.77268941403557,0
54.55738449580378,80.55039767633073,80.75910024441988,0
61.499394239996235,80.54288384498062,80.74876523448121,0
55.80871527809601,80.53240153413905,80.74063076417808,0
50.80787911641477,80.52900448135112,80.73203188889491,0
46.47093165513558,80.52562080478585,80.72155178007527,0
42.80399373308074,80.521986903106,80.7090719424476,1
49.46571174211929,80.5233152990577,80.69718491317435,1
52.93366994126349,80.52883632500104,80.6865186029271,1
52.20513760562773,80.53122662946667,80.67674513380442,1
43.50374275463614,80.52580319560975,80.66472117529834,1
39.63783550146476,80.52146462664301,80.65076802375788,1
56.36481890149235,80.52198442815141,80.63908517739617,1
63.67775423576398,80.53039562215132,80.63097462741385,0
56.97902308576248,80.53749791718592,80.62392706473068,1
51.04386275769323,80.5385974065531,80.61586205972644,1
49.76489391153881,80.53980684414252,80.60861788699368,1
49.8979821631624,80.53755293303287,80.60378683576305,1
53.060640419647676,80.5457561386801,80.59960400483982,1
59.55543091443235,80.55535695182176,80.59495074023869,0
60.70284472095732,80.55765182708451,80.59148314496514,0
58.19456814116377,80.56154578123645,80.58935552147572,0
59.842076116441724,80.56598896619775,80.58881305792598,0
58.93226335792618,80.57093860916765,80.58826331967911,0
59.973853704277914,80.57198665377726,80.5857073743108,0
52.11461827727443,80.57157879060682,80.58128618926904,1
43.651950715083885,80.57222374113641,80.57423635715179,0
32.61774576031861,80.56921402615069,80.56707384747934,1
38.55955956147751,80.56600317603855,80.56223700039003,1
40.54977677656295,80.55910059265385,80.55733040943537,1
44.32670816437109,80.56115132526297,80.5534746275765,1
40.49497497359638,80.55875735725121,80.54785911573467,1
46.54056882547729,80.55982163908143,80.5444279314537,0
51.66234008890149,80.56083141859143,80.5424304384666,0
55.32262088746104,80.56331853501868,80.54322377259601,0
49.433992812734594,80.56584159363935,80.54336175513976,0
44.73712453955993,80.56547795060212,80.54474358527294,0
44.024955410533195,80.56475709352347,80.54667764794848,0
43.33436079411845,80.55689180780105,80.54751116629954,0
49.48952083616331,80.54905674900193,80.54743308304747,0
49.30696882569677,80.54141963769038,80.54475024934243,1
48.25214375935836,80.53129512333712,80.54152511018475,1
44.41512113633251,80.51629554871661,80.53836183939744,1
46.27184676009622,80.49992925094244,80.53536813553018,1
48.33975172275458,80.49358503034577,80.53493327447549,1
51.36848375498324,80.49063549663958,80.53354788175012,1
42.929081901978684,80.49159053544352,80.53169080449929,1
33.229194621774454,80.49433366890196,80.52899156031818,1
34.71009822613638,80.49557370472101,80.52971329459714,1
44.98572760019129,80.50180229662503,80.53118420478023,1
50.574560798386024,80.50587057633692,80.53200837545138,0
54.21184834011175,80.51510155360575,80.53374066664468,0
64.18872626354906,80.5175506930017,80.53429467066213,0
63.11167722581685,80.51462349305538,80.53531922203314,0
69.24788778022038,80.5107943149988,80.53593970605507,0
67.34856538605081,80.50934072147443,80.53684972181517,1
68.70049613878464,80.50786965028159,80.53909668414317,1
75.6453337479822,80.50842273869497,80.5407206238034,0
67.64265500265563,80.51437610254105,80.54172707731556,0
76.52096504234325,80.51997383598658,80.54293196565544,0
70.2972119527244,80.5274715829888,80.54541760429406,0
68.41995843378737,80.53708496543047,80.54777324569973,1
57.85546035154864,80.54556901343307,80.5477956735101,1
56.77822030328372,80.5569104599386,80.54597407064509,1
43.66922519453031,80.56085502664104,80.54427611825753,1
42.38684067217133,80.56710561363882,80.54495116458442,1
52.207435937898374,80.57516393106772,80.54583363926938,1
44.55104168341383,80.58046653911012,80.54615700274908,1
51.48567031971377,80.58655729819623,80.5460337584036,1
61.6366120111283,80.5913731919331,80.54559070082477,1
73.7011878725619,80.59987284707753,80.54889678344858,0
70.38115427851979,80.60681484889892,80.55184829370965,0
71.6246789896,80.615277523129,80.55401009343463,0
70.9416732513167,80.62360123192255,80.55638427113509,0
60.68479668109732,80.6278873319443,80.5582999773219,0
57.360232584068235,80.63343209362276,80.56159104302156,0
65.23840199100839,80.64201498615597,80.56701318215102,0
60.84981756952165,80.64842350803119,80.57240441655559,0
49.70645026178594,80.6463754895879,80.57387600273529,1
48.71896100135188,80.64364505343187,80.57674974996664,1
39.09968468473829,80.63814764064573,80.57621613044715,1
42.576433305256266,80.63325859941071,80.57757374256353,1
47.44745859595913,80.6351509285758,80.57792738930785,1
50.67935135387156,80.63851506153566,80.57704752782278,0
48.59639496890286,80.64755138411886,80.5779692578976,0
47.177055520731685,80.65419284809197,80.58029166636547,0
43.31576663595149,80.65714556764576,80.58250068608682,0
39.56735703582696,80.65901584623197,80.5838605038325,0
41.97721850552385,80.65675679180337,80.58597975200453,0
40.56125276776156,80.65140418025351,80.5865296733254,1
32.08989153255517,80.63532116413663,80.58645739402708,1
40.06139797104232,80.6243338172388,80.58906377127033,0
40.46312289293754,80.60436807202873,80.58923910275946,1
46.13901204826282,80.58876094898719,80.59191695035298,0
54.114181400193324,80.58165102666435,80.59352637584932,0
55.23338433851771,80.57783237739866,80.59646979532519,0
46.298538701244645,80.56758056891465,80.59740919553946,0
38.89569037080502,80.55363309436953,80.59612418674263,1
30.929321141616583,80.54508223740729,80.5936794158098,1
35.09020201389342,80.53864299749921,80.59148603031632,1
35.45348940715516,80.5357316166555,80.58816054657458,1
35.46440801239633,80.52904044425551,80.58314929882344,1
42.075962631781486,80.52104442606112,80.57932488253161,0
50.81751798523692,80.51598983518547,80.5775940646748,0
54.59019305503728,80.50524573227084,80.57574982480642,0
50.29720781717097,80.49666680839861,80.57522210113514,0
52.60269205853271,80.48369264707463,80.57282988480404,0
45.22693953317938,80.47275520165248,80.56959348901547,0
41.5646270525935,80.46566521896266,80.56649539857317,0
40.781647016412826,80.46270362015335,80.5636215869921,0
43.19814141740203,80.46231498284392,80.56039475396913,0
49.50767123169306,80.45664715038964,80.556888645254,0
50.073043798840594,80.45627368805454,80.55352097260806,0
44.77091147773197,80.4505967383512,80.54939146171802,0
47.36721556235146,80.44226731940881,80.54609129295643,0
42.93491632622092,80.42600509016782,80.5400295859368,0
35.11365807774422,80.41309531664933,80.53258174977209,0
23.46741584931509,80.40640184796898,80.52649831028617,0
22.435444252703732,80.39964043762416,80.51891267158098,0
20.079025323525812,80.3893302951099,80.51066887158703,0
23.080811861744067,80.37756540791335,80.49923757090892,0
22.8770993600384,80.36761969356368,80.48747123668934,0
17.029098765976883,80.3540005854985,80.47481410747942,1
14.106788717557194,80.33537253766572,80.46230258697207,0
11.31749012140429,80.31074457475069,80.44889272192898,1
18.5584588801306,80.28785498405428,80.43699125730774,0
18.915600688920335,80.26889402910334,80.42358150198298,1
35.25703409288464,80.25746046506433,80.41320827182874,0
28.74902798298224,80.24056496113589,80.40417118719238,0
32.069218019229496,80.21974958077814,80.39406339793061,0
31.645464511859473,80.19991815679151,80.38510296042745,0
32.08084164701408,80.18229199683103,80.37650200422212,0
28.118300500778986,80.15986183750262,80.36340533617879,0
27.269286190818036,80.13567687474813,80.348256187003,0
32.015085425911025,80.11202101294597,80.33187914448729,0
30.781412555347544,80.09165736950604,80.31501539450241,1
37.78036041975187,80.07591113989729,80.30008797867272,1
35.955855638281975,80.05759000207605,80.28592797262381,1
39.396087963943934,80.03822649372907,80.27150055235126,1
39.18371422143882,80.02235110572231,80.25904764177454,1
47.050359848066144,80.01306174633791,80.25033380378943,1
40.5349100372553,80.00664134171345,80.2403942464792,1
50.475011324808726,80.00423888018324,80.23476243074123,1
60.07852484797379,80.00679889411458,80.22951776502303,0
56.97285087290334,80.01313192252691,80.22148508027401,1
58.53976676177274,80.02038426904517,80.21401201396635,1
60.306315887383235,80.02367998389163,80.20602126797377,1
65.20340107772962,80.02214324422421,80.20061233177061,1
63.28332213662268,80.024197782678,80.19581740530067,1
71.15178122187132,80.03301674907702,80.19181289856174,1
70.73265825637233,80.04624870718027,80.18930979663735,1
74.38832351369996,80.0599880833336,80.18888105985336,1
80.22763716379526,80.0809287010734,80.1873590461837,1
80.0736022054989,80.10615365777564,80.18432171603907,1
77.30405988745972,80.12968738183892,80.18165580431452,1
75.98353593796493,80.15605409888566,80.17877031069723,1
76.39789953619477,80.1826832774617,80.17968423082753,1
76.16531988371769,80.21579793469606,80.18314506584125,0
82.08178623130703,80.25132999273056,80.18576646185842,0
80.73898599123372,80.28567815490081,80.18823745567354,0
96.51682969213657,80.31514839458251,80.19146716848486,1
79.16328493758253,80.33809377076976,80.19297289463125,1
76.90920626772525,80.35591934174379,80.19462069221692,1
77.77267068688225,80.37352090307688,80.19868743091331,1
68.66847927827385,80.39166369253886,80.20124362952602,1
73.15615505955085,80.41361287397942,80.20905512749098,1
75.17070711747657,80.44423074796603,80.21847544050046,1
74.94599804278018,80.4747834273875,80.22796496353801,1
75.98493001117302,80.50737683774076,80.2389119653473,1
70.94123193378311,80.53302066363793,80.24928904597294,1
65.77841885874915,80.55404468715636,80.25990150833455,0
